,Subtitle,Title,Date,URL,Location_Tag,Topic_Tag
68,Speech/Remark,Russia/Ukraine: Remarks by High Representative Josep Borrell upon arrival at Special European Council,24.02.2022,https://www.eeas.europa.eu/eeas/russiaukraine-remarks-high-representative-josep-borrell-upon-arrival-special-european-council_en,Ukraine,"Africa || Andorra || Asia || Central Asia || Eastern Europe || Eastern Partnership || Europe and Central Asia || Faroe Islands || French Southern Territories || Greenland || Latin America & the Caribbean || Liechtenstein || Middle East & North Africa (MENA) || Monaco || North America || North Korea || Overseas Countries and Territories (OCTs) || Pacific || Peace, Security and Defence || St Pierre and Miquelon || Ukraine || United Nations (UN) || Western Balkans || Western Europe"
69,Statement/Declaration,Russia/Ukraine: Statement delivered by the High Representative Josep Borrell on behalf of the European Union at the extraordinary OSCE Permanent Council,24.02.2022,https://www.eeas.europa.eu/eeas/russiaukraine-statement-delivered-high-representative-josep-borrell-behalf-european-union_en,Ukraine,"Africa || Andorra || Asia || Central Asia || Eastern Europe || Eastern Partnership || Europe and Central Asia || Faroe Islands || French Southern Territories || Greenland || Latin America & the Caribbean || Liechtenstein || Middle East & North Africa (MENA) || Monaco || North America || North Korea || Overseas Countries and Territories (OCTs) || Pacific || Peace, Security and Defence || St Pierre and Miquelon || Ukraine || United Nations (UN) || Western Balkans || Western Europe"
70,Press release,Statement by President von der Leyen at the joint press conference with NATO Secretary-General Stoltenberg and President Michel,24.02.2022,https://ec.europa.eu/commission/presscorner/detail/en/statement_22_1332,Ukraine,"Africa || African Union (AU) || Andorra || Asia || Central Asia || Eastern Europe || Eastern Partnership || Europe and Central Asia || Faroe Islands || French Southern Territories || Greenland || Latin America & the Caribbean || Liechtenstein || Middle East & North Africa (MENA) || Monaco || North America || North Korea || Overseas Countries and Territories (OCTs) || Pacific || Peace, Security and Defence || St Pierre and Miquelon || Ukraine || United Nations (UN) || Western Balkans || Western Europe"
71,Press release,Russia: The EU summons the Ambassador about invasion of Ukraine,24.02.2022,https://www.eeas.europa.eu/eeas/russia-eu-summons-ambassador-about-invasion-ukraine_en,Ukraine,"Africa || African Union (AU) || Andorra || Asia || Central Asia || Eastern Europe || Eastern Partnership || Europe and Central Asia || Faroe Islands || French Southern Territories || Greenland || Latin America & the Caribbean || Liechtenstein || Middle East & North Africa (MENA) || Monaco || North America || North Korea || Overseas Countries and Territories (OCTs) || Pacific || Peace, Security and Defence || St Pierre and Miquelon || Ukraine || United Nations (UN) || Western Balkans || Western Europe"
72,Statement/Declaration,Ukraine: Declaration by the High Representative on behalf of the European Union on the invasion of Ukraine by armed forces of the Russian Federation,24.02.2022,https://www.consilium.europa.eu/en/press/press-releases/2022/02/24/ukraine-declaration-by-the-high-representative-on-behalf-of-the-european-union-on-the-invasion-of-ukraine-by-armed-forces-of-the-russian-federation/,Ukraine,Africa || Andorra || Asia || Central Asia || Eastern Europe || Eastern Partnership || Europe and Central Asia || Faroe Islands || French Southern Territories || Greenland || Latin America & the Caribbean || Liechtenstein || Middle East & North Africa (MENA) || Monaco || North America || North Korea || Overseas Countries and Territories (OCTs) || Pacific || St Pierre and Miquelon || Ukraine || Western Balkans || Western Europe
73,Statement/Declaration,Press Statement of President Charles Michel of the European Council and President Ursula von der Leyen of the European Commission on Russia's unprecedented and unprovoked military aggression of Ukraine (EC),24.02.2022,https://ec.europa.eu/commission/presscorner/detail/en/statement_22_1321,Ukraine,"Africa || Andorra || Asia || Central Asia || Eastern Europe || Eastern Partnership || Europe and Central Asia || Faroe Islands || French Southern Territories || Greenland || Latin America & the Caribbean || Liechtenstein || Middle East & North Africa (MENA) || Military and civilian missions and operations || Monaco || North America || North Korea || Overseas Countries and Territories (OCTs) || Pacific || Peace, Security and Defence || St Pierre and Miquelon || Ukraine || Western Balkans || Western Europe"
74,Speech/Remark,Russia/Ukraine & 6th EU - AU Summit: Remarks by High Representative Josep Borrell upon arrival,17.02.2022,https://www.eeas.europa.eu/eeas/russiaukraine-6th-eu-au-summit-remarks-high-representative-josep-borrell-upon-arrival_en,Ukraine,"Africa || African Union (AU) || Peace, Security and Defence || Sanctions policy"
75,Speech/Remark,Remarks by President Charles Michel at the European Parliament debate on EU-Russia relations,16.02.2022,https://www.consilium.europa.eu/en/press/press-releases/2022/02/16/remarks-by-president-charles-michel-at-the-european-parliament-debate-on-eu-russia-relations/,Ukraine,Africa || African Union (AU) || Organisation for Security&Co-operation in Europe (OSCE) || Ukraine
76,Statement/Declaration,Joint Statement ahead of the International Day of Zero Tolerance for Female Genital Mutilation,04.02.2022,https://ec.europa.eu/commission/presscorner/detail/en/statement_22_727,Ukraine,Africa || Andorra || Asia || Central Asia || Eastern Europe || Eastern Partnership || Europe and Central Asia || French Southern Territories || Gender and Diversity || Gender Equality || Greenland || Human Rights & Democracy || Latin America & the Caribbean || Liechtenstein || Middle East & North Africa (MENA) || Monaco || North America || North Korea || Overseas Countries and Territories (OCTs) || Pacific || St Pierre and Miquelon || United Nations (UN) || Western Balkans || Western Europe || women empowerment
77,Statement/Declaration,International Holocaust Remembrance Day: Statement by the High Representative/Vice-President Josep Borrell,27.01.2022,https://www.eeas.europa.eu/eeas/international-holocaust-remembrance-day-statement-high-representativevice-president-josep-borrell-0_en,Ukraine,Africa || Andorra || Asia || Central Asia || Eastern Europe || Eastern Partnership || Europe and Central Asia || French Southern Territories || Greenland || Human Rights & Democracy || Latin America & the Caribbean || Liechtenstein || Middle East & North Africa (MENA) || Monaco || North America || North Korea || Overseas Countries and Territories (OCTs) || Pacific || St Pierre and Miquelon || United Nations (UN) || Western Balkans || Western Europe
78,Speech/Remark,Foreign Affairs Council: Press remarks by High Representative Josep Borrell,24.01.2022,https://www.eeas.europa.eu/eeas/foreign-affairs-council-press-remarks-high-representative-josep-borrell_und_en,Ukraine,"Africa || Eastern Europe || Europe and Central Asia || Foreign Affairs Council || Middle East & North Africa (MENA) || North America || Peace, Security and Defence || Ukraine"
79,Speech/Remark,Réunion informelle des ministres des affaires étrangères (Gymnich): Remarques du haut représentant/vice-président Josep Borrell à la conférence de presse,14.01.2022,https://www.eeas.europa.eu/eeas/r%C3%A9union-informelle-des-ministres-des-affaires-%C3%A9trang%C3%A8res-gymnich-remarques-du-haut-repr%C3%A9sentantvice_en,Ukraine,"Africa || Asia || Conflict Prevention, Peace building and Mediation || Disarmament, Non-Proliferation, and Arms Export Control || Eastern Europe || Europe and Central Asia || NATO || North America || Organisation for Security&Co-operation in Europe (OSCE) || Peace, Security and Defence || Ukraine"
80,Speech/Remark,Informal meeting of EU Defence Ministers: Press remarks by High Representative/Vice-President Josep Borrell,13.01.2022,https://www.eeas.europa.eu/eeas/informal-meeting-eu-defence-ministers-press-remarks-high-representativevice-president-josep-borrell_en,Ukraine,"Africa || Eastern Europe || Europe and Central Asia || Peace, Security and Defence || Ukraine"
81,Statement/Declaration,International Migrants Day: Statement of the European Commission and the High Representative,17.12.2021,https://ec.europa.eu/commission/presscorner/detail/en/statement_21_6930,Ukraine,Africa || Andorra || Asia || Central Asia || Eastern Europe || Eastern Partnership || Europe and Central Asia || Faroe Islands || Human Rights & Democracy || Latin America & the Caribbean || Liechtenstein || Middle East & North Africa (MENA) || Monaco || North America || North Korea || Overseas Countries and Territories (OCTs) || Pacific || Western Balkans || Western Europe
82,Speech/Remark,Foreign Affairs Council: Press remarks by High Representative Josep Borrell,13.12.2021,https://www.eeas.europa.eu/eeas/foreign-affairs-council-press-remarks-high-representative-josep-borrell-3_en,Ukraine,Africa || Asia || Eastern Europe || Election observation missions (EUEOMs) || Europe and Central Asia || Foreign Affairs Council || Foreign policy instruments || Humanitarian & Emergency Response || Human Rights & Democracy || Latin America & the Caribbean || Middle East & North Africa (MENA) || Refugee protection & Migration
83,Press release,"European Peace Facility: Council adopts assistance measures for Georgia, the Republic of Moldova, Ukraine and the Republic of Mali",02.12.2021,https://www.consilium.europa.eu/en/press/press-releases/2021/12/02/european-peace-facility-council-adopts-assistance-measures-for-georgia-the-republic-of-moldova-ukraine-and-the-republic-of-mali/?utm_source=dsms-auto&utm_medium=email&utm_campaign=European+Peace+Facility%3a+Council+adopts+assistance+measures+for+Georgia%2c+the+Republic+of+Moldova%2c+Ukraine+and+the+Republic+of+Mali,Ukraine,Africa || Eastern Europe || Europe and Central Asia || Ukraine
84,Statement/Declaration,World Children's Day: Joint Statement by the European Commission and the High Representative,19.11.2021,https://ec.europa.eu/commission/presscorner/detail/en/statement_21_6170,Ukraine,Africa || Andorra || Asia || Central Asia || Child rights || Eastern Europe || Eastern Partnership || Europe and Central Asia || Faroe Islands || Human Rights & Democracy || Latin America & the Caribbean || Let Children be Children || Liechtenstein || Middle East & North Africa (MENA) || Monaco || North America || Overseas Countries and Territories (OCTs) || Pacific || Western Balkans || Western Europe
85,Speech/Remark,Foreign Affairs Council and Eastern Partnership Ministerial: Press remarks by the High Representative Josep Borrell,15.11.2021,https://www.eeas.europa.eu/eeas/foreign-affairs-council-and-eastern-partnership-ministerial-press-remarks-high-representative-josep_en,Ukraine,"Africa || African Union (AU) || Conflict Prevention, Peace building and Mediation || Eastern Europe || Eastern Partnership || Economic Community of West African States (ECOWAS) || EU facilitated dialogue: Belgrade - Pristina relations || Europe and Central Asia || Foreign Affairs Council || Foreign policy instruments || Humanitarian & Emergency Response || Human Rights & Democracy || Latin America & the Caribbean || Peace, Security and Defence || Refugee protection & Migration || Sanctions policy || United Nations (UN) || Western Balkans"
86,Speech/Remark,Foreign Affairs Council: Remarks by the High Representative/Vice-President Josep Borrell at the press conference,18.10.2021,https://www.eeas.europa.eu/eeas/foreign-affairs-council-remarks-high-representativevice-president-josep-borrell-press-conference_en,Ukraine,"Africa || African Union (AU) || Asia || Climate, Environment & Energy || Eastern Europe || Eastern Partnership || Economic Community of West African States (ECOWAS) || Energy Diplomacy || Environment and climate change || EU facilitated dialogue: Belgrade - Pristina relations || Europe and Central Asia || Foreign Affairs Council || Humanitarian & Emergency Response || Human Rights & Democracy || JCPOA || Latin America & the Caribbean || Middle East & North Africa (MENA) || United Nations (UN) || Western Balkans"
87,Statement/Declaration,"European and World Day against the Death Penalty, 10 October 2021: Joint statement by the High Representative on behalf of the European Union and the Secretary-General on behalf of the Council of Europe",08.10.2021,https://www.consilium.europa.eu/en/press/press-releases/2021/10/08/european-and-world-day-against-the-death-penalty-joint-statement-by-the-high-representative-on-behalf-of-the-european-union-and-the-secretary-general-on-behalf-of-the-council-of-europe/?utm_source=dsms-auto&utm_medium=email&utm_campaign=European+and+World+Day+against+the+Death+Penalty%2c+10+October+2021%3a+Joint+statement+by+the+High+Representative+on+behalf+of+the+European+Union+and+the+Secretary-General+on+behalf+of+the+Council+of+Europe,Ukraine,Africa || Andorra || Asia || Central Asia || Eastern Europe || Eastern Partnership || Europe and Central Asia || Faroe Islands || French Southern Territories || Greenland || Human Rights & Democracy || Latin America & the Caribbean || Liechtenstein || Middle East & North Africa (MENA) || Monaco || North America || North Korea || Overseas Countries and Territories (OCTs) || Pacific || St Pierre and Miquelon || Western Balkans || Western Europe
88,Statement/Declaration,International Day of Democracy: Joint statement by the High Representative/Vice-President Josep Borrell and Vice-President Dubravka Šuica,14.09.2021,https://ec.europa.eu/commission/presscorner/detail/en/statement_21_4726,Ukraine,Africa || Andorra || Asia || Central Asia || Eastern Europe || Eastern Partnership || Europe and Central Asia || Faroe Islands || French Southern Territories || Greenland || Human Rights & Democracy || Latin America & the Caribbean || Liechtenstein || Middle East & North Africa (MENA) || Monaco || North America || North Korea || Overseas Countries and Territories (OCTs) || Pacific || St Pierre and Miquelon || Western Balkans || Western Europe
89,Statement/Declaration,Afghanistan: Joint statement of the international community on the latest developments,16.08.2021,https://www.eeas.europa.eu/eeas/afghanistan-joint-statement-international-community-latest-developments_en,Ukraine,Africa || Asia || Central Asia || Eastern Europe || Europe and Central Asia || Latin America & the Caribbean || Liechtenstein || Middle East & North Africa (MENA) || North America || Pacific || Western Balkans || Western Europe
90,Statement/Declaration,"International Day of the World’s Indigenous Peoples: Declaration by High Representative Josep Borrell, on behalf of the European Union, 9 August 2021",08.08.2021,https://www.eeas.europa.eu/eeas/international-day-world%E2%80%99s-indigenous-peoples-declaration-high-representative-josep-borrell-behalf_en,Ukraine,Africa || Andorra || Asia || Central Asia || Eastern Europe || Eastern Partnership || Europe and Central Asia || Faroe Islands || French Southern Territories || Greenland || Human Rights & Democracy || Latin America & the Caribbean || Liechtenstein || Middle East & North Africa (MENA) || Monaco || North America || North Korea || Overseas Countries and Territories (OCTs) || Pacific || St Pierre and Miquelon || Western Balkans || Western Europe
91,Statement/Declaration,World Refugee Day: Joint Statement by the European Commission and the High Representative,18.06.2021,https://ec.europa.eu/commission/presscorner/detail/en/statement_21_3056,Ukraine,Africa || Andorra || Asia || Central Asia || Eastern Europe || Europe and Central Asia || Faroe Islands || Human Rights & Democracy || Latin America & the Caribbean || Liechtenstein || Middle East & North Africa (MENA) || Monaco || North America || North Korea || Overseas Countries and Territories (OCTs) || Pacific || Refugee protection & Migration || Western Balkans || Western Europe
92,Statement/Declaration,International Albinism Awareness Day: Statement by the High Representative/Vice-President Josep Borrell,12.06.2021,https://eeas.europa.eu/headquarters/headquarters-homepage/99975/international-albinism-awareness-day-statement-high-representativevice-president-josep-borrell_en,Ukraine,Africa || Andorra || Asia || Central Asia || Eastern Europe || Eastern Partnership || Europe and Central Asia || French Southern Territories || Greenland || Latin America & the Caribbean || Liechtenstein || Middle East & North Africa (MENA) || Monaco || North America || North Korea || Overseas Countries and Territories (OCTs) || Pacific || St Pierre and Miquelon || United Nations (UN) || Western Balkans || Western Europe
93,Speech/Remark,UN Security Council: Speech by the High Representative/Vice-President Josep Borrell on cooperation with regional organisations,10.06.2021,https://www.eeas.europa.eu/eeas/un-security-council-speech-high-representativevice-president-josep-borrell-cooperation-regional_en,Ukraine,"Africa || Conflict Prevention, Peace building and Mediation || Development Cooperation || Disarmament, Non-Proliferation, and Arms Export Control || Eastern Europe || EuropeAid || Europe and Central Asia || Health || HRVP-speech || Humanitarian & Emergency Response || Human Rights & Democracy || JCPOA || Middle East & North Africa (MENA) || Military and civilian missions and operations || Peace, Security and Defence || Sahel region || Sanctions policy || Speeches HR/VP Josep Borrell || United Nations (UN) || Western Balkans"
94,Press release,Global leaders adopt agenda to overcome COVID-19 crisis and avoid future pandemics,21.05.2021,https://ec.europa.eu/commission/presscorner/detail/en/IP_21_2605,Ukraine,Africa || Andorra || Asia || Central Asia || Coronavirus || Development Cooperation || Eastern Europe || Eastern Partnership || Europe and Central Asia || French Southern Territories || Greenland || Health || Latin America & the Caribbean || Liechtenstein || Middle East & North Africa (MENA) || Monaco || North America || North Korea || Overseas Countries and Territories (OCTs) || Pacific || St Pierre and Miquelon || United Nations (UN) || Western Balkans || Western Europe
95,Statement/Declaration,World Day for Cultural Diversity for Dialogue and Development: Joint Statement by High Representative/Vice-President Borrell and Commissioners Gabriel and Urpilainen,20.05.2021,https://ec.europa.eu/commission/presscorner/detail/en/STATEMENT_21_2549,Ukraine,Africa || Andorra || Asia || Central Asia || Culture || Eastern Europe || Eastern Partnership || Europe and Central Asia || French Southern Territories || Greenland || Latin America & the Caribbean || Liechtenstein || Middle East & North Africa (MENA) || Monaco || North America || North Korea || Overseas Countries and Territories (OCTs) || Pacific || St Pierre and Miquelon || United Nations (UN) || Western Balkans || Western Europe
96,Press release,Joint European Union-United States Statement on addressing global steel and aluminum capacity,17.05.2021,https://ec.europa.eu/commission/presscorner/detail/en/STATEMENT_21_2525,Ukraine,Africa || Andorra || Asia || Central Asia || Eastern Europe || Eastern Partnership || Europe and Central Asia || French Southern Territories || Greenland || Latin America & the Caribbean || Liechtenstein || Middle East & North Africa (MENA) || Monaco || North America || North Korea || Overseas Countries and Territories (OCTs) || Pacific || St Pierre and Miquelon || Western Balkans || Western Europe
97,Speech/Remark,Foreign Affairs Council (Defence): Remarks by High Representative/Vice-President Josep Borrell at the press conference,06.05.2021,https://www.eeas.europa.eu/eeas/foreign-affairs-council-defence-remarks-high-representativevice-president-josep-borrell-press_en,Ukraine,"Africa || Asia || Counter-Terrorism || Eastern Europe || Europe and Central Asia || Foreign Affairs Council || Maritime Security || Military and civilian missions and operations || NATO || North America || Peace, Security and Defence || PESCO || Sahel region || The Common Security and Defence Policy (CSDP) || Western Europe"
98,Statement/Declaration,World Press Freedom Day: Declaration by the High Representative on behalf of the EU,02.05.2021,https://www.consilium.europa.eu/en/press/press-releases/2021/05/02/world-press-freedom-day-declaration-by-the-high-representative-on-behalf-of-the-eu/,Ukraine,Africa || Andorra || Asia || Central Asia || Eastern Europe || Europe and Central Asia || Faroe Islands || French Southern Territories || Greenland || Human Rights & Democracy || Latin America & the Caribbean || Liechtenstein || Middle East & North Africa (MENA) || Monaco || North America || North Korea || Overseas Countries and Territories (OCTs) || Pacific || St Pierre and Miquelon || Western Balkans || Western Europe
99,Press release,UNICEF & the EU ring the school bell,23.04.2021,https://www.eeas.europa.eu/eeas/unicef-eu-ring-school-bell_en,Ukraine,Africa || Andorra || Asia || Central Asia || Development Cooperation || Eastern Europe || Eastern Partnership || Education || Europe and Central Asia || French Southern Territories || Greenland || Human Rights & Democracy || Latin America & the Caribbean || Let Children be Children || Liechtenstein || Middle East & North Africa (MENA) || Monaco || North America || North Korea || Overseas Countries and Territories (OCTs) || Pacific || St Pierre and Miquelon || United Nations (UN) || Western Balkans || Western Europe
100,Speech/Remark,Informal video conference of EU Foreign Affairs Ministers: Remarks by High Representative/Vice-President Josep Borrell at the press conference,19.04.2021,https://www.eeas.europa.eu/eeas/informal-video-conference-eu-foreign-affairs-ministers-remarks-high-representativevice-president_en,Ukraine,"Africa || Asia || Disarmament, Non-Proliferation, and Arms Export Control || Eastern Europe || Europe and Central Asia || Foreign Affairs Council || Humanitarian & Emergency Response || Human Rights & Democracy || JCPOA || Peace, Security and Defence || United Nations (UN)"
101,Council conclusions,EU imposes further sanctions over serious violations of human rights around the world,22.03.2021,https://www.consilium.europa.eu/en/press/press-releases/2021/03/22/eu-imposes-further-sanctions-over-serious-violations-of-human-rights-around-the-world/,Ukraine,"Africa || Andorra || Asia || Central Asia || Eastern Europe || Eastern Partnership || Europe and Central Asia || Foreign Affairs Council || French Southern Territories || Greenland || Human Rights & Democracy || Latin America & the Caribbean || Liechtenstein || Middle East & North Africa (MENA) || Monaco || North America || North Korea || Overseas Countries and Territories (OCTs) || Pacific || Peace, Security and Defence || Sanctions || Sanctions policy || St Pierre and Miquelon || Western Balkans || Western Europe"
102,Council conclusions,EU sets up the European Peace Facility,22.03.2021,https://www.consilium.europa.eu/en/press/press-releases/2021/03/22/eu-sets-up-the-european-peace-facility/,Ukraine,"Africa || Asia || Central Asia || Common Foreign & Security Policy (CFSP) || Eastern Europe || Eastern Partnership || Europe and Central Asia || French Southern Territories || Greenland || Latin America & the Caribbean || Middle East & North Africa (MENA) || North America || North Korea || Overseas Countries and Territories (OCTs) || Pacific || Peace, Security and Defence || St Pierre and Miquelon || The Common Security and Defence Policy (CSDP) || Western Balkans || Western Europe"
103,Q&A,Questions and answers on the European Peace Facility’s Integrated Methodological Framework,22.03.2021,https://www.eeas.europa.eu/eeas/questions-and-answers-european-peace-facility%E2%80%99s-integrated-methodological-framework-0_en,Ukraine,"Africa || Asia || Central Asia || Common Foreign & Security Policy (CFSP) || Eastern Europe || Eastern Partnership || Europe and Central Asia || EUROPEAN PEACE FACILITY || French Southern Territories || Greenland || Latin America & the Caribbean || Middle East & North Africa (MENA) || North America || North Korea || Overseas Countries and Territories (OCTs) || Pacific || Peace, Security and Defence || St Pierre and Miquelon || The Common Security and Defence Policy (CSDP) || Western Balkans || Western Europe"
104,Q&A,Questions & Answers: The European Peace Facility,22.03.2021,https://www.eeas.europa.eu/eeas/questions-answers-european-peace-facility_en,Ukraine,"Africa || Andorra || Asia || Central Asia || Common Foreign & Security Policy (CFSP) || Eastern Europe || Europe and Central Asia || EUROPEAN PEACE FACILITY || French Southern Territories || Greenland || Latin America & the Caribbean || Liechtenstein || Middle East & North Africa (MENA) || Monaco || North America || North Korea || Overseas Countries and Territories (OCTs) || Pacific || Peace, Security and Defence || St Pierre and Miquelon || The Common Security and Defence Policy (CSDP) || Western Balkans || Western Europe"
105,Statement/Declaration,World Water Day: Joint Statement by the High Representative/Vice-President Josep Borrell and Commissioner Virginijus Sinkevičius,22.03.2021,https://www.eeas.europa.eu/eeas/world-water-day-joint-statement-high-representativevice-president-josep-borrell-and-commissioner-1_en,Ukraine,Africa || Andorra || Asia || Central Asia || Development Cooperation || Eastern Europe || Eastern Partnership || Europe and Central Asia || Faroe Islands || French Southern Territories || Greenland || Latin America & the Caribbean || Liechtenstein || Middle East & North Africa (MENA) || Monaco || North America || North Korea || Overseas Countries and Territories (OCTs) || Pacific || St Pierre and Miquelon || Western Balkans || Western Europe
106,Press release,Statement by the European Commission ahead of International Women's Day 2021,05.03.2021,https://ec.europa.eu/commission/presscorner/detail/en/statement_21_890,Ukraine,Africa || Andorra || Asia || Central Asia || Eastern Europe || Eastern Partnership || Europe and Central Asia || French Southern Territories || Greenland || Human Rights & Democracy || Latin America & the Caribbean || Liechtenstein || Middle East & North Africa (MENA) || Monaco || North America || North Korea || Overseas Countries and Territories (OCTs) || Pacific || St Pierre and Miquelon || Western Balkans || Western Europe
107,Statement/Declaration,International Day against the Use of Child Soldiers: Joint statement by HR/VP Josep Borrell and UN Special Representative of the Secretary-General Virginia Gamba,11.02.2021,https://www.eeas.europa.eu/eeas/international-day-against-use-child-soldiers-joint-statement-hrvp-josep-borrell-and-un-special_en,Ukraine,Africa || Andorra || Asia || Central Asia || Eastern Europe || Europe and Central Asia || Faroe Islands || French Southern Territories || Greenland || Human Rights & Democracy || Latin America & the Caribbean || Let Children be Children || Liechtenstein || Middle East & North Africa (MENA) || Monaco || North America || North Korea || Overseas Countries and Territories (OCTs) || Pacific || St Pierre and Miquelon || Western Balkans || Western Europe
108,Statement/Declaration,Joint Statement ahead of the International Day of Zero Tolerance for Female Genital Mutilation,05.02.2021,https://ec.europa.eu/commission/presscorner/detail/en/statement_21_401,Ukraine,Africa || Asia || Central Asia || Development Cooperation || Eastern Europe || Eastern Partnership || Europe and Central Asia || French Southern Territories || Greenland || Health || Humanitarian & Emergency Response || Latin America & the Caribbean || Middle East & North Africa (MENA) || North America || North Korea || Overseas Countries and Territories (OCTs) || Pacific || St Pierre and Miquelon || United Nations (UN) || Western Balkans || Western Europe
109,Council conclusions,Council adopts conclusions on climate and energy diplomacy,25.01.2021,https://www.consilium.europa.eu/en/press/press-releases/2021/01/25/council-adopts-conclusions-on-climate-and-energy-diplomacy/,Ukraine,"Africa || Andorra || Asia || Central Asia || Climate, Environment & Energy || Eastern Europe || Energy Diplomacy || Environment and climate change || EU Arctic Policy || Europe and Central Asia || French Southern Territories || Greenland || Latin America & the Caribbean || Liechtenstein || Middle East & North Africa (MENA) || Monaco || North America || North Korea || Nuclear Safety || Overseas Countries and Territories (OCTs) || Pacific || St Pierre and Miquelon || United Nations (UN) || Water Diplomacy || Western Balkans || Western Europe"
110,Council conclusions,Gender Action Plan III: Presidency issues conclusions welcoming an ambitious agenda for gender equality and women's empowerment in EU external action,16.12.2020,https://www.consilium.europa.eu/en/press/press-releases/2020/12/16/gender-action-plan-iii-presidency-issues-conclusions-welcoming-an-ambitious-agenda-for-gender-equality-and-women-s-empowerment-in-eu-external-action/,Ukraine,Africa || Asia || Central Asia || Eastern Europe || Eastern Partnership || Europe and Central Asia || French Southern Territories || Greenland || Human Rights & Democracy || Latin America & the Caribbean || Middle East & North Africa (MENA) || North America || North Korea || Overseas Countries and Territories (OCTs) || Pacific || St Pierre and Miquelon || Western Balkans || Western Europe
111,Statement/Declaration,"Declaration by the High Representative on behalf of the EU on Human Rights Day, 10 December 2020",09.12.2020,https://www.consilium.europa.eu/en/press/press-releases/2020/12/09/declaration-by-the-high-representative-on-behalf-of-the-eu-on-human-rights-day-10-december-2020/,Ukraine,Africa || Andorra || Asia || Central Asia || Eastern Europe || Europe and Central Asia || Human Rights & Democracy || Latin America & the Caribbean || Liechtenstein || Middle East & North Africa (MENA) || Monaco || North America || North Korea || Overseas Countries and Territories (OCTs) || Pacific || United Nations (UN) || Western Balkans || Western Europe
112,Statement/Declaration,International Day of Commemoration and Dignity of the Victims of the Crime of Genocide and of the Prevention of this Crime: Statement by HR/VP Josep Borrell,09.12.2020,https://www.eeas.europa.eu/eeas/international-day-commemoration-and-dignity-victims-crime-genocide-and-prevention-crime-statement-2_en,Ukraine,Africa || Andorra || Asia || Central Asia || Eastern Europe || Eastern Partnership || Europe and Central Asia || Faroe Islands || French Southern Territories || Greenland || Human Rights & Democracy || Latin America & the Caribbean || Liechtenstein || Middle East & North Africa (MENA) || Monaco || North America || North Korea || Overseas Countries and Territories (OCTs) || Pacific || St Pierre and Miquelon || United Nations (UN) || Western Balkans || Western Europe
113,Speech/Remark,Opening remarks at the 2020 EU Heads of Delegation meeting,09.11.2020,https://www.eeas.europa.eu/eeas/opening-remarks-2020-eu-heads-delegation-meeting_en,Ukraine,Africa || Andorra || Asia || Central Asia || Eastern Europe || Europe and Central Asia || Faroe Islands || French Southern Territories || Greenland || HRVP-speech || Latin America & the Caribbean || Liechtenstein || Middle East & North Africa (MENA) || Monaco || North America || Overseas Countries and Territories (OCTs) || Pacific || Speeches HR/VP Josep Borrell || St Pierre and Miquelon || Western Balkans || Western Europe
114,Press release,EU Ambassadors' Conference,09.11.2020,https://www.eeas.europa.eu/eeas/eu-ambassadors-conference_en,Ukraine,Africa || Andorra || Asia || Central Asia || Eastern Europe || Europe and Central Asia || Faroe Islands || French Southern Territories || Greenland || Latin America & the Caribbean || Liechtenstein || Middle East & North Africa (MENA) || Monaco || North America || Overseas Countries and Territories (OCTs) || Pacific || St Pierre and Miquelon || Western Balkans || Western Europe
115,Statement/Declaration,"World Day against the Death Penalty, 10 October 2020: Joint Declaration by the High Representative of the European Union and the Secretary General of the Council of Europe",09.10.2020,https://www.consilium.europa.eu/en/press/press-releases/2020/10/09/world-day-against-the-death-penalty-10-october-2020-joint-declaration-by-the-high-representative-of-the-european-union-and-the-secretary-general-of-the-council-of-europe/?utm_source=dsms-auto&utm_medium=email&utm_campaign=World+Day+against+the+Death+Penalty%2c+10+October+2020%3a+Joint+Declaration+by+the+High+Representative+of+the+European+Union+and+the+Secretary+General+of+the+Council+of+Europe,Ukraine,Africa || Andorra || Asia || Central Asia || Eastern Europe || Europe and Central Asia || Faroe Islands || French Southern Territories || Greenland || Latin America & the Caribbean || Liechtenstein || Middle East & North Africa (MENA) || Monaco || North America || North Korea || Overseas Countries and Territories (OCTs) || Pacific || St Pierre and Miquelon || Western Balkans || Western Europe
116,Press release,State of the Union Address by President von der Leyen at the European Parliament Plenary,16.09.2020,https://ec.europa.eu/commission/presscorner/detail/en/SPEECH_20_1655,Ukraine,"Africa || Andorra || Asia || Central Asia || Climate, Environment & Energy || Eastern Europe || Eastern Partnership || Europe and Central Asia || French Southern Territories || Greenland || Human Rights & Democracy || Latin America & the Caribbean || Liechtenstein || Middle East & North Africa (MENA) || Monaco || North America || North Korea || Overseas Countries and Territories (OCTs) || Pacific || St Pierre and Miquelon || United Nations (UN) || Western Balkans || Western Europe"
