,Subtitle,Title,Date,URL,Location_Tag,Topic_Tag
0,Press release,Stand Up For Ukraine: global pledging event for refugees and internally displaced people taking place in Warsaw on 9 April 2022,30.03.2022,https://ec.europa.eu/commission/presscorner/detail/en/STATEMENT_22_2169,Andean Community,"Africa || African, Caribbean and Pacific Group of States (ACP) || African Union (AU) || Andean Community || Andorra || Asia || Asia-Europe Meeting (ASEM) || Association of Southeast Asian Nations (ASEAN) || Central American Integration System (SICA) || Central Asia || Common market for eastern and southern Africa (COMESA) || Communauté Économique des États de l’Afrique Central (CEEAC) || Eastern Europe || Eastern Partnership || Economic Community of West African States (ECOWAS) || Europe and Central Asia || European Economic Area (EEA) || Faroe Islands || Foreign Affairs Council || French Southern Territories || Greenland || Gulf Cooperation Council (GCC) || Indian Ocean Commission || Intergovernmental Authority on Development (IGAD) || International Energy Agency (IEA) || Latin America & the Caribbean || League of Arab States (LAS) || Liechtenstein || Middle East & North Africa (MENA) || Monaco || North America || North Korea || Organisation for Economic Co-operation and Development (OECD) || Organisation for Security&Co-operation in Europe (OSCE) || Organisation of Eastern Caribbean States (OECS) || Organisation of Islamic Cooperation (OIC) || Overseas Countries and Territories (OCTs) || South Asian Association for Regional Co-operation (SAARC) || Southern African Development Community (SADC) || St Pierre and Miquelon || Ukraine || Union for the Mediterranean (UfM) || United Nations (UN) || Western Balkans || Western Europe"
1,Q&A,Questions and answers: a background for the Strategic Compass,21.03.2022,https://www.eeas.europa.eu/eeas/questions-and-answers-background-strategic-compass_en,Andean Community,"Africa || African, Caribbean and Pacific Group of States (ACP) || African Union (AU) || Andean Community || Andorra || Asia || Asia-Europe Meeting (ASEM) || Association of Southeast Asian Nations (ASEAN) || Central American Integration System (SICA) || Central Asia || Common market for eastern and southern Africa (COMESA) || Communauté Économique des États de l’Afrique Central (CEEAC) || Eastern Europe || Eastern Partnership || Economic Community of West African States (ECOWAS) || Europe and Central Asia || European Economic Area (EEA) || EU Security, Defence and Crisis Response || Faroe Islands || Foreign Affairs Council || French Southern Territories || Greenland || Gulf Cooperation Council (GCC) || Indian Ocean Commission || Intergovernmental Authority on Development (IGAD) || International Energy Agency (IEA) || Latin America & the Caribbean || League of Arab States (LAS) || Liechtenstein || Middle East & North Africa (MENA) || Military and civilian missions and operations || Monaco || North America || North Korea || Organisation for Economic Co-operation and Development (OECD) || Organisation for Security&Co-operation in Europe (OSCE) || Organisation of Eastern Caribbean States (OECS) || Organisation of Islamic Cooperation (OIC) || Overseas Countries and Territories (OCTs) || Peace, Security and Defence || South Asian Association for Regional Co-operation (SAARC) || Southern African Development Community (SADC) || St Pierre and Miquelon || StrategicCompass || Union for the Mediterranean (UfM) || United Nations (UN) || Western Balkans || Western Europe"
2,Statement/Declaration,Joint Statement by the Members of the European Council,24.02.2022,https://www.consilium.europa.eu/en/press/press-releases/2022/02/24/joint-statement-by-the-members-of-the-european-council-24-02-2022/?utm_source=dsms-auto&utm_medium=email&utm_campaign=Joint+Statement+by+the+Members+of+the+European+Council,Andean Community,"Africa || African, Caribbean and Pacific Group of States (ACP) || African Union (AU) || Andean Community || Andorra || Asia || Asia-Europe Meeting (ASEM) || Association of Southeast Asian Nations (ASEAN) || Central American Integration System (SICA) || Central Asia || Common market for eastern and southern Africa (COMESA) || Communauté Économique des États de l’Afrique Central (CEEAC) || Eastern Europe || Eastern Partnership || Economic Community of West African States (ECOWAS) || Europe and Central Asia || European Economic Area (EEA) || Faroe Islands || Foreign Affairs Council || French Southern Territories || Greenland || Gulf Cooperation Council (GCC) || Indian Ocean Commission || Intergovernmental Authority on Development (IGAD) || International Energy Agency (IEA) || Latin America & the Caribbean || League of Arab States (LAS) || Liechtenstein || Middle East & North Africa (MENA) || Monaco || North America || North Korea || Organisation for Economic Co-operation and Development (OECD) || Organisation for Security&Co-operation in Europe (OSCE) || Organisation of Eastern Caribbean States (OECS) || Organisation of Islamic Cooperation (OIC) || Overseas Countries and Territories (OCTs) || Peace, Security and Defence || South Asian Association for Regional Co-operation (SAARC) || Southern African Development Community (SADC) || St Pierre and Miquelon || Ukraine || Union for the Mediterranean (UfM) || United Nations (UN) || Western Balkans || Western Europe"
3,Statement/Declaration,Russia's aggression against Ukraine: Press Statement by High Representative/Vice-President Josep Borrell,24.02.2022,https://www.eeas.europa.eu/eeas/russias-aggression-against-ukraine-press-statement-high-representativevice-president-josep-borrell_en,Andean Community,"Africa || African, Caribbean and Pacific Group of States (ACP) || African Union (AU) || Andean Community || Andorra || Asia || Asia-Europe Meeting (ASEM) || Association of Southeast Asian Nations (ASEAN) || Central American Integration System (SICA) || Central Asia || Common market for eastern and southern Africa (COMESA) || Communauté Économique des États de l’Afrique Central (CEEAC) || Eastern Europe || Eastern Partnership || Economic Community of West African States (ECOWAS) || Europe and Central Asia || European Economic Area (EEA) || Faroe Islands || Foreign Affairs Council || French Southern Territories || Greenland || Gulf Cooperation Council (GCC) || Indian Ocean Commission || Intergovernmental Authority on Development (IGAD) || International Energy Agency (IEA) || Latin America & the Caribbean || League of Arab States (LAS) || Liechtenstein || Middle East & North Africa (MENA) || Monaco || North America || North Korea || Organisation for Economic Co-operation and Development (OECD) || Organisation for Security&Co-operation in Europe (OSCE) || Organisation of Eastern Caribbean States (OECS) || Organisation of Islamic Cooperation (OIC) || Overseas Countries and Territories (OCTs) || South Asian Association for Regional Co-operation (SAARC) || Southern African Development Community (SADC) || St Pierre and Miquelon || Ukraine || Union for the Mediterranean (UfM) || United Nations (UN) || Western Balkans || Western Europe"
4,Press release,Press statement by President von der Leyen on Russia's aggression against Ukraine,24.02.2022,https://ec.europa.eu/commission/presscorner/detail/en/STATEMENT_22_1322,Andean Community,"Africa || African, Caribbean and Pacific Group of States (ACP) || African Union (AU) || Andean Community || Asia || Asia-Europe Meeting (ASEM) || Association of Southeast Asian Nations (ASEAN) || Central American Integration System (SICA) || Central Asia || Common market for eastern and southern Africa (COMESA) || Communauté Économique des États de l’Afrique Central (CEEAC) || Eastern Europe || Eastern Partnership || Economic Community of West African States (ECOWAS) || Europe and Central Asia || European Economic Area (EEA) || Foreign Affairs Council || Gulf Cooperation Council (GCC) || Indian Ocean Commission || Intergovernmental Authority on Development (IGAD) || International Energy Agency (IEA) || Latin America & the Caribbean || League of Arab States (LAS) || Middle East & North Africa (MENA) || North America || North Korea || Organisation for Economic Co-operation and Development (OECD) || Organisation for Security&Co-operation in Europe (OSCE) || Organisation of Eastern Caribbean States (OECS) || Organisation of Islamic Cooperation (OIC) || Overseas Countries and Territories (OCTs) || Peace, Security and Defence || South Asian Association for Regional Co-operation (SAARC) || Southern African Development Community (SADC) || Ukraine || Union for the Mediterranean (UfM) || United Nations (UN) || Western Balkans || Western Europe"
5,Press release,Press statement of President Charles Michel of the European Council and President Ursula von der Leyen of the European Commission on Russia's unprecedented and unprovoked military aggression of Ukraine (Council of the EU),24.02.2022,https://www.consilium.europa.eu/en/press/press-releases/2022/02/24/press-statement-of-president-charles-michel-of-the-european-council-and-president-ursula-von-der-leyen-of-the-european-commission-on-russia-s-unprecedented-and-unprovoked-military-aggression-of-ukraine/?utm_source=dsms-auto&utm_medium=email&utm_campaign=Press+statement+of+President+Charles+Michel+of+the+European+Council+and+President+Ursula+von+der+Leyen+of+the+European+Commission+on+Russia%27s+unprecedented+and+unprovoked+military+aggression+of+Ukraine,Andean Community,"Africa || African, Caribbean and Pacific Group of States (ACP) || African Union (AU) || Andean Community || Andorra || Asia || Asia-Europe Meeting (ASEM) || Association of Southeast Asian Nations (ASEAN) || Central American Integration System (SICA) || Central Asia || Common market for eastern and southern Africa (COMESA) || Communauté Économique des États de l’Afrique Central (CEEAC) || Eastern Europe || Eastern Partnership || Economic Community of West African States (ECOWAS) || Europe and Central Asia || European Economic Area (EEA) || Faroe Islands || Foreign Affairs Council || French Southern Territories || Greenland || Gulf Cooperation Council (GCC) || Indian Ocean Commission || Intergovernmental Authority on Development (IGAD) || International Energy Agency (IEA) || Latin America & the Caribbean || League of Arab States (LAS) || Liechtenstein || Middle East & North Africa (MENA) || Monaco || North America || North Korea || Organisation for Economic Co-operation and Development (OECD) || Organisation for Security&Co-operation in Europe (OSCE) || Organisation of Eastern Caribbean States (OECS) || Organisation of Islamic Cooperation (OIC) || Overseas Countries and Territories (OCTs) || Peace, Security and Defence || South Asian Association for Regional Co-operation (SAARC) || Southern African Development Community (SADC) || St Pierre and Miquelon || Ukraine || Union for the Mediterranean (UfM) || United Nations (UN) || Western Balkans || Western Europe"
6,Statement/Declaration,"International Day Against Homophobia, Transphobia and Biphobia, 17 May 2021: Declaration by the High Representative on behalf of the EU",16.05.2021,https://www.consilium.europa.eu/en/press/press-releases/2021/05/16/international-day-against-homophobia-transphobia-and-biphobia-17-may-2021-declaration-by-the-high-representative-on-behalf-of-the-eu/?utm_source=dsms-auto&utm_medium=email&utm_campaign=International+Day+Against+Homophobia%2c+Transphobia+and+Biphobia%2c+17+May+2021%3a+Declaration+by+the+High+Representative+on+behalf+of+the+EU,Andean Community,"Africa || African, Caribbean and Pacific Group of States (ACP) || African Union (AU) || Andean Community || Andorra || Asia || Asia-Europe Meeting (ASEM) || Association of Southeast Asian Nations (ASEAN) || Central American Integration System (SICA) || Central Asia || Common market for eastern and southern Africa (COMESA) || Communauté Économique des États de l’Afrique Central (CEEAC) || Eastern Europe || Eastern Partnership || Economic Community of West African States (ECOWAS) || Europe and Central Asia || European Economic Area (EEA) || Faroe Islands || Foreign Affairs Council || French Southern Territories || Greenland || Gulf Cooperation Council (GCC) || Human Rights & Democracy || Indian Ocean Commission || Intergovernmental Authority on Development (IGAD) || International Energy Agency (IEA) || Latin America & the Caribbean || League of Arab States (LAS) || Liechtenstein || Middle East & North Africa (MENA) || Monaco || North America || North Korea || Organisation for Economic Co-operation and Development (OECD) || Organisation for Security&Co-operation in Europe (OSCE) || Organisation of Eastern Caribbean States (OECS) || Organisation of Islamic Cooperation (OIC) || Overseas Countries and Territories (OCTs) || South Asian Association for Regional Co-operation (SAARC) || Southern African Development Community (SADC) || St Pierre and Miquelon || Union for the Mediterranean (UfM) || United Nations (UN) || Western Balkans || Western Europe"
7,Press release,Gender Action Plan – putting women and girls' rights at the heart of the global recovery for a gender-equal world,25.11.2020,https://ec.europa.eu/commission/presscorner/detail/en/IP_20_2184,Andean Community,"Africa || African, Caribbean and Pacific Group of States (ACP) || African Union (AU) || Andean Community || Andorra || Asia || Asia-Europe Meeting (ASEM) || Association of Southeast Asian Nations (ASEAN) || Central American Integration System (SICA) || Central Asia || Common market for eastern and southern Africa (COMESA) || Communauté Économique des États de l’Afrique Central (CEEAC) || Eastern Europe || Eastern Partnership || Economic Community of West African States (ECOWAS) || Europe and Central Asia || European Economic Area (EEA) || Faroe Islands || Foreign Affairs Council || French Southern Territories || Gender and Diversity || Greenland || Gulf Cooperation Council (GCC) || Human Rights & Democracy || Indian Ocean Commission || Intergovernmental Authority on Development (IGAD) || International Energy Agency (IEA) || Latin America & the Caribbean || League of Arab States (LAS) || Liechtenstein || Middle East & North Africa (MENA) || Monaco || North America || North Korea || Organisation for Economic Co-operation and Development (OECD) || Organisation for Security&Co-operation in Europe (OSCE) || Organisation of Eastern Caribbean States (OECS) || Organisation of Islamic Cooperation (OIC) || Overseas Countries and Territories (OCTs) || South Asian Association for Regional Co-operation (SAARC) || Southern African Development Community (SADC) || St Pierre and Miquelon || Union for the Mediterranean (UfM) || United Nations (UN) || Western Balkans || Western Europe || women empowerment"
8,Statement/Declaration,"Declaration by the High Representative Josep Borrell, on behalf of the European Union, on malicious cyber activities exploiting the coronavirus pandemic",30.04.2020,https://www.consilium.europa.eu/en/press/press-releases/2020/04/30/declaration-by-the-high-representative-josep-borrell-on-behalf-of-the-european-union-on-malicious-cyber-activities-exploiting-the-coronavirus-pandemic/,Andean Community,"Africa || African, Caribbean and Pacific Group of States (ACP) || African Union (AU) || Andean Community || Andorra || Asia || Asia-Europe Meeting (ASEM) || Association of Southeast Asian Nations (ASEAN) || Central American Integration System (SICA) || Central Asia || Common market for eastern and southern Africa (COMESA) || Communauté Économique des États de l’Afrique Central (CEEAC) || Coronavirus || Eastern Europe || Eastern Partnership || Economic Community of West African States (ECOWAS) || Europe and Central Asia || European Economic Area (EEA) || Foreign Affairs Council || French Southern Territories || Greenland || Gulf Cooperation Council (GCC) || Indian Ocean Commission || Intergovernmental Authority on Development (IGAD) || International Energy Agency (IEA) || Latin America & the Caribbean || League of Arab States (LAS) || Liechtenstein || Middle East & North Africa (MENA) || Monaco || North America || North Korea || Organisation for Economic Co-operation and Development (OECD) || Organisation for Security&Co-operation in Europe (OSCE) || Organisation of Eastern Caribbean States (OECS) || Organisation of Islamic Cooperation (OIC) || Overseas Countries and Territories (OCTs) || South Asian Association for Regional Co-operation (SAARC) || Southern African Development Community (SADC) || St Pierre and Miquelon || Union for the Mediterranean (UfM) || United Nations (UN) || Western Balkans || Western Europe"
9,Statement/Declaration,Statement by Presidents Charles Michel and Ursula von der Leyen on US travel ban related to COVID-19,12.03.2020,https://www.consilium.europa.eu/en/press/press-releases/2020/03/12/statement-of-presidents-charles-michel-and-ursula-von-der-leyen-on-us-travel-ban-related-to-covid-19/,Andean Community,"Africa || African, Caribbean and Pacific Group of States (ACP) || African Union (AU) || Andean Community || Andorra || Asia || Asia-Europe Meeting (ASEM) || Association of Southeast Asian Nations (ASEAN) || Central American Integration System (SICA) || Central Asia || Common market for eastern and southern Africa (COMESA) || Communauté Économique des États de l’Afrique Central (CEEAC) || Coronavirus || Development Cooperation || Eastern Europe || Eastern Partnership || Economic Community of West African States (ECOWAS) || Europe and Central Asia || European Economic Area (EEA) || Foreign Affairs Council || French Southern Territories || Greenland || Gulf Cooperation Council (GCC) || Health || Indian Ocean Commission || Intergovernmental Authority on Development (IGAD) || International Energy Agency (IEA) || Latin America & the Caribbean || League of Arab States (LAS) || Liechtenstein || Middle East & North Africa (MENA) || Monaco || North America || North Korea || Organisation for Economic Co-operation and Development (OECD) || Organisation for Security&Co-operation in Europe (OSCE) || Organisation of Eastern Caribbean States (OECS) || Organisation of Islamic Cooperation (OIC) || Overseas Countries and Territories (OCTs) || South Asian Association for Regional Co-operation (SAARC) || Southern African Development Community (SADC) || St Pierre and Miquelon || Union for the Mediterranean (UfM) || United Nations (UN) || Western Balkans || Western Europe"
10,Statement/Declaration,Statement by the European Commission and the High Representative of the Union for Foreign Affairs and Security Policy on the occasion of Universal Children's Day,19.11.2019,https://ec.europa.eu/commission/presscorner/detail/en/statement_19_6295,Andean Community,"Africa || African, Caribbean and Pacific Group of States (ACP) || African Union (AU) || Andean Community || Andorra || Asia || Asia-Europe Meeting (ASEM) || Association of Southeast Asian Nations (ASEAN) || Central American Integration System (SICA) || Central Asia || Common market for eastern and southern Africa (COMESA) || Communauté Économique des États de l’Afrique Central (CEEAC) || Eastern Europe || Eastern Partnership || Economic Community of West African States (ECOWAS) || Europe and Central Asia || European Economic Area (EEA) || Foreign Affairs Council || French Southern Territories || Greenland || Gulf Cooperation Council (GCC) || Human Rights & Democracy || Indian Ocean Commission || Intergovernmental Authority on Development (IGAD) || International Energy Agency (IEA) || Latin America & the Caribbean || League of Arab States (LAS) || Liechtenstein || Middle East & North Africa (MENA) || Monaco || North America || North Korea || Organisation for Economic Co-operation and Development (OECD) || Organisation for Security&Co-operation in Europe (OSCE) || Organisation of Eastern Caribbean States (OECS) || Organisation of Islamic Cooperation (OIC) || Overseas Countries and Territories (OCTs) || South Asian Association for Regional Co-operation (SAARC) || Southern African Development Community (SADC) || St Pierre and Miquelon || Union for the Mediterranean (UfM) || United Nations (UN) || Western Balkans || Western Europe"
11,Press release,2030 Agenda for Sustainable Development: Council approves conclusions reaffirming strong EU commitment,22.06.2021,https://www.consilium.europa.eu/en/press/press-releases/2021/06/22/2030-agenda-for-sustainable-development-council-approves-conclusions-reaffirming-strong-eu-commitment/?utm_source=dsms-auto&utm_medium=email&utm_campaign=2030+Agenda+for+Sustainable+Development%3a+Council+approves+conclusions+reaffirming+strong+EU+commitment,Andean Community,"African, Caribbean and Pacific Group of States (ACP)"
12,Press release,A renewed multilateralism fit for the 21st century: the EU's agenda,17.02.2021,https://ec.europa.eu/commission/presscorner/detail/en/ip_21_622,Andean Community,"African, Caribbean and Pacific Group of States (ACP)"
13,Press release,COVID-19: Council adds Uruguay and removes six countries from the list of countries for which travel restrictions should be lifted,09.09.2021,https://www.consilium.europa.eu/en/press/press-releases/2021/09/09/covid-19-council-adds-uruguay-and-removes-six-countries-from-the-list-of-countries-for-which-travel-restrictions-should-be-lifted/?utm_source=dsms-auto&utm_medium=email&utm_campaign=COVID-19%3a+Council+adds+Uruguay+and+removes+six+countries+from+the+list+of+countries+for+which+travel+restrictions+should+be+lifted,Ukraine,#coronavirus || #COVID19 || #TeamEurope || Asia || Eastern Europe || Europe and Central Asia || Latin America & the Caribbean || Middle East & North Africa (MENA) || North America || Pacific || Western Balkans
14,Speech/Remark,Videoconference of Eastern Partnership Foreign Affairs Ministers: Remarks by High Representative/Vice-President Josep Borrell at the press conference,11.06.2020,https://www.eeas.europa.eu/eeas/videoconference-eastern-partnership-foreign-affairs-ministers-remarks-high-representativevice_en,Ukraine,#coronavirus || Eastern Europe || Europe and Central Asia
15,Press release,COVID-19: Council removes Singapore and Ukraine from the list of countries for which travel restrictions should be lifted,09.11.2021,https://www.consilium.europa.eu/en/press/press-releases/2021/11/09/covid-19-council-removes-singapore-and-ukraine-from-the-list-of-countries-for-which-travel-restrictions-should-be-lifted/?utm_source=dsms-auto&utm_medium=email&utm_campaign=COVID-19%3a+Council+removes+Singapore+and+Ukraine+from+the+list+of+countries+for+which+travel+restrictions+should+be+lifted#,Ukraine,#coronavirus #covid19
16,Press release,EU-U.S.: Joint Press Release by the EEAS and Department of State on the High-Level Consultations on the Indo-Pacific,03.12.2021,https://www.eeas.europa.eu/eeas/eu-us-joint-press-release-eeas-and-department-state-high-level-consultations-indo-pacific_en,Ukraine,"#COVAX || Africa || Asia || Association of Southeast Asian Nations (ASEAN) || Eastern Europe || Europe and Central Asia || Humanitarian & Emergency Response || Human Rights & Democracy || Maritime Security || North America || Peace, Security and Defence || Refugee protection & Migration"
17,Statement/Declaration,G7 Foreign and Development Ministers’ Meeting: Communiqué,05.05.2021,https://www.eeas.europa.eu/eeas/g7-foreign-and-development-ministers%E2%80%99-meeting-communiqu%C3%A9_en,Ukraine,"#COVID19 || Africa || Asia || Association of Southeast Asian Nations (ASEAN) || Climate, Environment & Energy || Development Cooperation || Disarmament, Non-Proliferation, and Arms Export Control || Eastern Europe || Education || Environment and climate change || Europe and Central Asia || Fight against piracy || G5 Sahel || Humanitarian & Emergency Response || Human Rights & Democracy || JCPOA || Maritime Security || Middle East & North Africa (MENA) || North America || North Korea || OPCW || Organisation for Security&Co-operation in Europe (OSCE) || Paris Agreement || Peace, Security and Defence || United Nations (UN) || Water Diplomacy || Western Balkans"
18,Speech/Remark,Ukraine: Press remarks by High Representative Josep Borrell at the press conference after meeting the Foreign Minister Dmytro Kuleba,05.01.2022,https://www.eeas.europa.eu/eeas/ukraine-press-remarks-high-representative-josep-borrell-press-conference-after-meeting-foreign_en,Ukraine,"#NATO || Conflict Prevention, Peace building and Mediation || Eastern Europe || Europe and Central Asia || North America || Peace, Security and Defence || Ukraine"
19,Speech/Remark,Foreign Affairs Council (Defence): Remarks by the High Representative Josep Borrell at the press conference,16.11.2021,https://www.eeas.europa.eu/eeas/foreign-affairs-council-defence-remarks-high-representative-josep-borrell-press-conference-2021_en,Ukraine,"#NATO || Africa || Eastern Europe || Economic Relations, Connectivity & Innovation || eu-nato cooperation || EU International Cyberspace Policy || Europe and Central Asia || Foreign Affairs Council || Maritime Security || Military and civilian missions and operations || Peace, Security and Defence || The Common Security and Defence Policy (CSDP)"
20,Press release,"""Team Europe"" global response to COVID-19: Council welcomes the mobilisation of almost €36 billion and approves conclusions",08.06.2020,https://www.consilium.europa.eu/en/press/press-releases/2020/06/08/team-europe-global-response-to-covid-19-council-welcomes-the-mobilisation-of-almost-36-billion-and-approvesconclusions/?utm_source=dsms-auto&utm_medium=email&utm_campaign=%22Team+Europe%22+global+response+to+COVID-19%3a+Council+welcomes+the+mobilisation+of+almost+%e2%82%ac36+billion+and+approves+conclusions,Ukraine,#TeamEurope || Africa || Andorra || Asia || Central Asia || Eastern Europe || Eastern Partnership || Europe and Central Asia || Faroe Islands || French Southern Territories || Greenland || Latin America & the Caribbean || Liechtenstein || Middle East & North Africa (MENA) || Monaco || North America || North Korea || Overseas Countries and Territories (OCTs) || Pacific || St Pierre and Miquelon || Western Balkans || Western Europe
21,Press release,Statement by the Presidents of the European Council and European Commission on Russian aggression against Ukraine,22.02.2022,https://ec.europa.eu/commission/presscorner/detail/en/statement_22_1281,Ukraine,"#Ukraine || Peace, Security and Defence"
22,Statement/Declaration,International Day in Support of Victims of Torture: Statement by the EU High Representative/Vice-President Josep Borrell,25.06.2020,https://www.eeas.europa.eu/eeas/international-day-support-victims-torture-statement-eu-high-representativevice-president-josep_en,Ukraine,#UN75 || Africa || Andorra || Asia || Central Asia || Eastern Europe || Eastern Partnership || Europe and Central Asia || French Southern Territories || Greenland || Human Rights & Democracy || Latin America & the Caribbean || Liechtenstein || Middle East & North Africa (MENA) || Monaco || North America || North Korea || Overseas Countries and Territories (OCTs) || Pacific || St Pierre and Miquelon || United Nations (UN) || Western Balkans || Western Europe
23,Statement/Declaration,"World Refugee Day, 20 June 2020: Joint Statement by the European Commission and the High Representative",19.06.2020,https://ec.europa.eu/commission/presscorner/detail/en/statement_20_1128,Ukraine,#UN75 || Africa || Andorra || Asia || Central Asia || Eastern Europe || Eastern Partnership || Europe and Central Asia || Faroe Islands || French Southern Territories || Greenland || Human Rights & Democracy || Latin America & the Caribbean || Liechtenstein || Middle East & North Africa (MENA) || Monaco || North America || North Korea || Overseas Countries and Territories (OCTs) || Pacific || Refugee protection & Migration || St Pierre and Miquelon || United Nations (UN) || Western Balkans || Western Europe
24,Statement/Declaration,"Elimination of Sexual Violence in Conflict: Joint Statement by EU High Representative, Josep Borrell, and UN Special Representative on Sexual Violence in Conflict, Pramila Patten",18.06.2020,https://www.eeas.europa.eu/eeas/elimination-sexual-violence-conflict-joint-statement-eu-high-representative-josep-borrell-and-un_en,Ukraine,#UN75 || Africa || Andorra || Asia || Central Asia || Eastern Europe || Eastern Partnership || Europe and Central Asia || Faroe Islands || French Southern Territories || Greenland || Human Rights & Democracy || Latin America & the Caribbean || Liechtenstein || Middle East & North Africa (MENA) || Monaco || North America || North Korea || Overseas Countries and Territories (OCTs) || Pacific || St Pierre and Miquelon || United Nations (UN) || Western Balkans || Western Europe
25,Statement/Declaration,Violence Against Women: The European Union establishes an EU-wide helpline number and calls to end violence against women worldwide,24.11.2022,https://ec.europa.eu/commission/presscorner/detail/en/statement_22_7113,Ukraine,16 days 2022 || Gender and Diversity
26,Statement/Declaration,“From awareness to accountability: END GENDER BASED VIOLENCE NOW!” - Ukraine,25.11.2022,https://www.eeas.europa.eu/delegations/ukraine/%E2%80%9C-awareness-accountability-end-gender-based-violence-now%E2%80%9D-ukraine_en,Ukraine,16 days 2022 Delegations
27,Speech/Remark,Foreign Affairs Council: Press remarks by High Representative Josep Borrell at the press conference,26.06.2023,https://www.eeas.europa.eu/eeas/foreign-affairs-council-press-remarks-high-representative-josep-borrell-press-conference-1_en,Ukraine,"Africa || Eastern Europe || Latin America & the Caribbean || Peace, Security and Defence || Western Balkans"
28,Speech/Remark,Foreign Affairs Council: Press remarks by High Representative Josep Borrell after the meeting,22.05.2023,https://www.eeas.europa.eu/eeas/foreign-affairs-council-press-remarks-high-representative-josep-borrell-after-meeting-5_en,Ukraine,"Africa || Eastern Europe || Peace, Security and Defence || Ukraine || Western Balkans"
29,Speech/Remark,"EP Plenary: Remarks by High Representative/Vice-President Josep Borrell on annual reports about EU foreign affairs, security and defence",17.01.2023,https://www.eeas.europa.eu/eeas/ep-plenary-remarks-high-representativevice-president-josep-borrell-annual-reports-about-eu-foreign_en,Ukraine,"Africa || Asia || Central Asia || Eastern Europe || Latin America & the Caribbean || Middle East & North Africa (MENA) || Peace, Security and Defence || Ukraine || Western Balkans"
30,Press release,EU support to Ukraine: Council agrees on third tranche of support under the European Peace Facility for total €1.5 billion,13.04.2022,https://www.consilium.europa.eu/en/press/press-releases/2022/04/13/eu-support-to-ukraine-council-agrees-on-third-tranche-of-support-under-the-european-peace-facility-for-total-1-5-billion,Ukraine,"Africa || Andorra || Asia || Central Asia || Eastern Europe || Eastern Partnership || Europe and Central Asia || EUROPEAN PEACE FACILITY || EU Security, Defence and Crisis Response || Faroe Islands || French Southern Territories || Greenland || International Energy Agency (IEA) || Latin America & the Caribbean || Liechtenstein || Middle East & North Africa (MENA) || Military and civilian missions and operations || Monaco || North America || North Korea || Organisation for Security&Co-operation in Europe (OSCE) || Overseas Countries and Territories (OCTs) || Pacific || Peace, Security and Defence || St Pierre and Miquelon || Ukraine || United Nations (UN) || Western Balkans || Western Europe"
31,Statement/Declaration,UN: Statement by High Representative Josep Borrell on the adoption of the resolution on the humanitarian consequences of the aggression against Ukraine,25.03.2022,https://www.eeas.europa.eu/eeas/un-statement-high-representative-josep-borrell-adoption-resolution-humanitarian-consequences_en,Ukraine,"Africa || Asia || Central Asia || Eastern Europe || Eastern Partnership || Europe and Central Asia || Faroe Islands || French Southern Territories || Greenland || Humanitarian & Emergency Response || Human Rights & Democracy || International Energy Agency (IEA) || Latin America & the Caribbean || Middle East & North Africa (MENA) || North America || North Korea || Overseas Countries and Territories (OCTs) || Pacific || Peace, Security and Defence || St Pierre and Miquelon || Ukraine || Western Balkans || Western Europe"
32,Statement/Declaration,World Water Day: Joint Statement by the High Representative/Vice-President Josep Borrell and Commissioner Virginijus Sinkevičius,22.03.2022,https://www.eeas.europa.eu/eeas/world-water-day-joint-statement-high-representativevice-president-josep-borrell-and-commissioner-0_en,Ukraine,Africa || Asia || Central Asia || Eastern Europe || Eastern Partnership || Europe and Central Asia || Faroe Islands || French Southern Territories || Greenland || International Energy Agency (IEA) || Latin America & the Caribbean || Middle East & North Africa (MENA) || North America || North Korea || Overseas Countries and Territories (OCTs) || Pacific || St Pierre and Miquelon || Western Balkans || Western Europe
33,Press release,"International Day for the Elimination of Racial Discrimination, 21 March 2022: Declaration by the High Representative on behalf of the EU",21.03.2022,https://www.consilium.europa.eu/en/press/press-releases/2022/03/21/international-day-for-the-elimination-of-racial-discrimination-21-march-2022-declaration-by-the-high-representative-on-behalf-of-the-eu,Ukraine,"Africa || African Union (AU) || Andorra || Asia || Association of Southeast Asian Nations (ASEAN) || Central Asia || Eastern Europe || Eastern Partnership || Europe and Central Asia || Faroe Islands || French Southern Territories || Greenland || Human Rights & Democracy || Latin America & the Caribbean || Liechtenstein || Middle East & North Africa (MENA) || Monaco || North America || North Korea || Overseas Countries and Territories (OCTs) || Pacific || Peace, Security and Defence || St Pierre and Miquelon || Ukraine || United Nations (UN) || Western Balkans || Western Europe"
34,Statement/Declaration,Ukraine: Statement by the High Representative on the targeting of civilians by Russia,17.03.2022,https://www.eeas.europa.eu/eeas/ukraine-statement-high-representative-targeting-civilians-russia_en,Ukraine,"Africa || African Union (AU) || Andorra || Asia || Association of Southeast Asian Nations (ASEAN) || Central Asia || Crisis Response || Eastern Europe || Eastern Partnership || Europe and Central Asia || Faroe Islands || French Southern Territories || Greenland || Humanitarian & Emergency Response || Human Rights & Democracy || Latin America & the Caribbean || Liechtenstein || Middle East & North Africa (MENA) || Monaco || North America || North Korea || Organisation for Security&Co-operation in Europe (OSCE) || Overseas Countries and Territories (OCTs) || Pacific || Peace, Security and Defence || St Pierre and Miquelon || Ukraine || United Nations (UN) || Western Balkans || Western Europe"
